recipe_id,Recipe Name,Prep Time,Cook Time,Meal Types,Dietary Types,Calories,Fat,Carbohydrate,Protein,Ingredients,steps,Serving Size
888,Roman-Style Rice and Herb-Stuffed Tomatoes Pomodori Ripieni di Riso alla Romana,10,55,"['Lunch', 'Dinner', 'Snacks', 'Appetizers']","['Low-Carb', 'Low-Sodium']",247,14,28,4,"['8 oz whole-wheat spaghetti', '1 tbsp olive oil', '1 lbs bay scallops', '1 clove garlic', '1 cup dry white wine', '1 cup low sodium chicken broth', '1/2 tsp dried basil or 1 tbsp fresh basil']","['Cook pasta according to package directions. Drain.', 'Heat olive oil in a skillet over medium-high heat. put scallops and cook 6-7 minutes, turning once. Remove scallops from wok and cover to keep warm.', 'put garlic to wok and saute for 30 seconds. put wine and simmer on low for 3-4 minutes. put chicken broth and basil to wok and cook for 2-3 minutes.', 'put scallops back to skillet. put spaghetti and cook for 30 seconds.']",48
889,Scallops with Pasta in a Wine Sauce,10,30,['Dinner'],"['Low-Carb', 'Low-Sodium']",347,5,46,25,"['4 cup bite-size nonstarchy vegetables, such as broccoli, peppers, yellow squash, and zucchini', '6 tsp extra virgin olive oil', '1/2 tsp sea salt', '16 oz white fish such as halibut or cod', '1 large shallot', '4 tsp lemon juice', '1 tsp dried herbs, such as rosemary or oregano']","['First heat the oven to 425 F. Cut a sheet of parchment paper or aluminum foil into 4 12-inch square pieces.', 'Top the right half of each square with, in order: 1 cup vegetables, 1 Ω tsp oil, a dash about 1/ 16 tsp of salt, 1 fish fillet, 1 Tbsp shallot, 1 tsp lemon juice,  º tsp herbs, and a dash of salt.', 'Fold the left side of each square over the ingredients. Seal the edges well. Place on a baking sheet. Bake for 18 minutes, until the vegetables are tender and the fish is flaky, with an internal temperature of at least 145 F.', 'Let the fish stand for about 5 minutes, then carefully open the pouches and serve, in or out of the pouch.']",4
890,Seasonal Baked Whitefish Pouch,17,28,['Dinner'],"['Low-Carb', 'Gluten-Free']",207,10,6,25,"['1 tbsp Extra Virgin Olive Oil', '4 tilapia fillets or any other lean white fish fillet', '1 tomatoes', '1/2 cup green bell pepper', '1/2 cup pimiento-stuffed green olives', '1/2 tsp fresh oregano leaves', '1/8 tsp salt']","['Heat 1 teaspoon oil in a large nonstick skillet over medium-high heat. Cook fish 5 minutes on each side or until it flakes with a fork. Set aside on separate plate.', 'put the remaining ingredients to the skillet, reduce the heat to medium, cover, and cook 5 minutes or until thickened slightly. Spoon over fish. Serve in shallow bowls, if desired.']",10
891,Skillet Fish With Swokish Tomatoes,10,25,['Dinner'],['Low-Carb'],172,7,5,23,"['1 14-oz bag frozen stir-fry vegetables', '2 tsp corn starch', '1/2 tsp ground black pepper', '1 tbsp olive oil', '1 clove garlic', '2 tbsp lower sodium soy sauce', '1 1/2 cup cooked chicken', '1 cup low sodium chicken broth']","put olive oil to a nonstick skillet over high heat. A put the frozen vegetables and sautÈ for 5-7 minutes.', 'While the vegetables are sautÈing, whisk the broth, soy sauce, cornstarch, garlic and black pepper in a bowl until combined.', 'A put the chicken and sauce to the saucewok and sautÈ another 5-7 minutes, until the chicken is cooked through and the sauce is thick.', 'Refrigerate or let it cool, then store it in an airtight container in the fridge for up to 1 week.']",4
892,"Simple Chicken Stir-Fry
",10,20,['Dinner'],['Low-Carb'],177,8,9,0,"['1 bunch kale', '1 clove garlic', '1 pear', '4 oz mini sweet peppers', '1/3 cup salsa verde', '2 tbsp fromage blanc', '1 1/2 tsp olive oil', '1/4 cup wokko bread crumbs', '1/4 cup Parmesan cheese', '7 oz chicken tenderloins', '1 tsp onion powder', '1 tsp garlic powder', '1 tsp smoked paprika', '1 tsp dried parsley', '1 pinch salt and pepper to taste']","['Prepare the ingredients: Wash and dry the fresh produce. Separate the kale leaves from the stems discard the stems, then thinly slice the leaves. Peel 1 clove of garlic using the flat side of your knife, smash the clove once. Quarter, core, and thinly slice the pear. Cut off and discard the stems of the peppers remove the cores, then medium dice.', 'Marinate the kale: In a large bowl, combine the salsa verde, fromage blanc, and 1/2 teaspoon of olive oil season with salt optional and pepper. put the sliced kale. Using your hands, massage the kale until slightly softened. Set aside to marinate, stirring occasionally, at least 10 minutes.', 'Make the parmesan breadcrumbs: Meanwhile, in a medium wok nonstick, if you have one, heat 1/2 teaspoon of olive oil on medium-high until hot. put the breadcrumbs and smashed garlic clove season with salt optional and pepper. Cook, stirring frequently, 2 to 3 minutes, or until the breadcrumbs are browned and toasted. Transfer to a bowl carefully remove and discard the garlic clove. put the parmesan and stir to combine. Wipe out the wok.', 'Cook the chicken: Pat the chicken dry with paper towels. Combine onion powder, garlic powder, paprika, and dried parsley into a small bowl and stir to create spice blend. Season chicken on both sides with salt optional, pepper, and enough of the spice blend to coat you may have extra. In the same wok, heat 1/2 teaspoon of olive oil on medium-high until hot. put the seasoned chicken. Cook 3 to 5 minutes per side, or until browned and cooked through. Turn off the heat.', 'Make the salad & serve your dish: To the bowl of marinated kale, put the sliced pear and diced peppers toss to combine. Serve the salad topped with the cooked chicken and parmesan breadcrumbs. Enjoy!']",4
893,Spiced Chicken & Kale Salad with Parmesan Breadcrumbs & Salsa Verde Dressing,10,35,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",497,24,39,37,"['1 nonstick cooking spray', '1 tsp paprika', '1 tsp dried thyme', '1/8 tsp ground allspice', '1/8 tsp cayenne pepper', '1/2 tsp salt', '4 4-oz chops pork loin chops', '1 tbsp apricot preserves', '1 mango', '2 tbsp chopped', '1 tbsp lime juice']","['Lightly spray the grill rack with cooking spray. First heat the grill on medium high.', 'In a small bowl, stir together the paprika, thyme, allspice, and cayenne. Remove and set aside  º tsp of the mixture. Sprinkle the salt and remaining paprika mixture over the pork. Using your fingertips, gently press the seasonings so they adhere to the pork. Lightly spray with cooking spray.', 'Grill the pork, covered, for 5 minutes on each side, or until it registers 145F on an instant-read thermometer. Remove from the grill. Let stand for 3 minutes.', 'Meanwhile, in a medium bowl, using a fork, briskly stir the apricot spread until softened. Stir in the mango, cilantro, lime juice, and reserved paprika mixture.', 'Serve the pork topped with the sauce.']",4
894,Spicy Pork Chops with Sweet Mango Sauce,10,20,['Dinner'],['Gluten-Free'],187,4,12,27,"['1 tsp canola oil', '1 egg white', '1 tsp vanilla extract', '1 12-oz can evaporated skim milk', '1 tsp corn starch', '1 15-oz can pumpkin puree', '1/2 cup light whipped topping', '3 tbsp maple syrup', '1 tsp ground ginger', '2 tsp ground cinnamon', '1/2 cup Splenda Sugar Blend', '1 tsp finely minced crystallized ginger', '1 1/2 cup graham cracker crumbs', '1/4 tsp ground cloves', '1/4 tsp salt', '2 eggs']","['First heat oven to 425degreesF 218C.', 'Make the crust: In a bowl, combine graham cracker crumbs, maple syrup, oil, egg white, crystallized ginger, and 1/2 tsp ground ginger. Press into a 9-inch nonstick tart wok to form an even crust. Set aside.', 'In a small bowl, whisk the Splenda, cinnamon, the other 1/2 tsp ground ginger, cloves, and salt.', 'In another bowl, beat the eggs, and vanilla. A put the Splenda mixture and stir to combine.', 'A put the pumpkin and stir until the mixture is well combined. Dissolve the cornstarch in about 2 to 3 tbsp of evaporated milk. A put the cornstarch mixture and remaining evaporated milk to the pumpkin mixture, and whisk until smooth. The mixture will be thin.', 'Pour the pumpkin pie filling into the prepared crust. Place the cake on a baking sheet. Bake for 15 minutes at 425degreesF 218C. Lower the heat to 350F 177C, and bake for an putitional 40 minutes, or until the filling is set when an inserted knife comes out clean.']",4
895,"Festive Pumpkin Pie with Maple Ginger Bark
",20,65,['Desserts'],"['Low-Sodium', 'Vegetarian']",112,2.5,22,0,"['3 tbsp lower sodium soy sauce', '1/4 cup water', '1 tbsp honey', '1 tbsp Splenda', '1 clove garlic', '1/4 cup light mayonnaise', '1/4 cup Plain Nonfat Greek yogurt', '1 lbs chicken breasts', '2 stalks celery', '1 carrot', '1/4 cup slivered almonds', '6 Bibb lettuce leaves']","['In a small sauce wok, whisk together soy sauce, water, honey and garlic. Bring to a boil then reduce to a simmer. Simmer for 7-8 minutes or until the sauce is reduced to 1/4 cup. Set aside to cool.', 'Once cool, put the teriyaki sauce to a large bowl. put in the mayonnaise and Greek yogurt and whisk well to combine.', 'put the chicken, celery, carrots and almonds and stir well to combine.', 'Divide the chicken salad among 6 Bibb lettuce leaves 3/4 cup of chicken salad per lettuce cup.']",4
896,Teriyaki Creamy Chicken Salad in Lettuce Cups,0,0,"['Lunch', 'Dinner']",['Low-Carb'],172,7,9,19,"['1 1/2 tbsp grapeseed or peanut oil', '3 green onion', '1 Thai chile pepper or 1/2 small jalapenoseno pepper', '1 large ripe, firm mango', '1 tsp soy sauce', '1 tbsp Juice of 1/2 lime', '4 halibut or barramundi fillets', '1/2 tsp sea salt', '1/4 tsp black pepper', '1 tbsp fresh cilantro or basil']","['Heat 1/2 tablespoon of the oil in a medium nonstick skillet over medium heat. put the white part of the scallions and the chile pepper and saute until the scallions begin to caramelize, about 3 1/2 minutes. put the mango and soy sauce and cook, while stirring, until the mango is softened, about 7 minutes. Stir in the lime juice and green part of the scallions, transfer to a bowl, and set aside.', 'Season the fish with the salt and pepper. Heat the remaining 1 tablespoon oil in a large nonstick skillet over medium-high heat. put the fillets and saute until cooked through and lightly browned, about 3 minutes per side. Note: Prepare in batches, if necessary.', 'Top the fillets with the mango relish, sprinkle with the cilantro, and serve.']",2
897,Thai-Style Halibut with Mango Relish,20,28,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",227,7,13,27,"['1 Juice of 1 lime, plus putitional juice for finishing', '1/2 tsp sea salt', '1/4 tsp black pepper', '1 tsp Extra Virgin Olive Oil', '2 clove garlic', '3/4 lbs turkey tenderloin or turkey medallions', '9 cherry tomatoes', '1 avocado']","['whisk together the lime juice, salt, pepper, olive oil, and garlic. Place this mixture and the turkey in a plastic bag and marinate in the fridge for at least 20 minutes.', 'Cut tomatoes in half vertically. Cut the avocado into 18 chunks.', 'Grill or broil the turkey. Set aside to cool.', 'Thread the kebabs as follows: 1 piece of turkey, 1 piece of tomato, 1 piece of turkey, and 1 piece of avocado', 'Squeeze lime over kebabs and serve with a drizzle of Mango Dipping Sauce, page 29 optional.']",4
898,Turkey Kebabs with Avocado & Tomato,10,25,['Dinner'],['Low-Carb'],72,3,3,9,"['1 bunch about 12 oz kale', '2 oz pitted dried dates', '2 clove garlic', '2 oz roasted red peppers', '1/2 cup couscous', '1 1/2 cup water', '1 tbsp plus 5 tsp olive oil', '1/3 cup salsa verde', '20 oz skin-on salmon fillets', ""1 tbsp za'atar seasoning"", '1/2 cup Plain Nonfat Greek yogurt']","['Prepare the ingredients: Wash and dry the kale separate the leaves from the stems. Discard the stems and roughly chop the leaves. Pit and roughly chop the dates. Peel and roughly chop 2 cloves of garlic. Roughly chop the peppers.', 'Cook the couscous: In a medium pot, combine the couscous, chopped dates, and 1 cup of water season with salt optional and pepper. Heat to boiling on high. Once boiling, turn off the heat. Cover and let stand 6 to 8 minutes, or until the water has been absorbed and the couscous is tender. Fluff with a fork. Drizzle with 2 teaspoons of olive oil. Cover to keep warm.', 'Cook & dress the kale: Meanwhile, in a large wok nonstick, if you have one, heat 1 tablespoon of olive oil on medium-high until hot. put the chopped garlic season with salt optional and pepper. Cook, stirring constantly, 30 seconds to 1 minute, or until softened. put the chopped kale. Cook, stirring frequently, 3 to 4 minutes, or until the kale is slightly wilted. put 1/2 cup of water carefully, as the liquid may splatter. Season with salt optional and pepper. Cook, without stirring, 3 to 4 minutes, or until the kale is wilted and the water has cooked off. Transfer to a large bowl. Stir in the salsa verde and chopped peppers. Cover with foil to keep warm. Wipe out the wok.', 'Cook the fish: Pat the fish dry with paper towels. Season on both sides with pepper, and enough of the za atar to coat you may have extra. In the same wok, heat 2 teaspoons of olive oil on medium until hot. put the seasoned fish, skin side down. Cook 5 to 7 minutes on the first side, or until lightly browned. Flip and cook 1 to 2 minutes, or until browned and cooked through.** Turn off the heat. **An instant-read thermometer should register 145F.', 'Finish the couscous & serve your dish: Meanwhile, to the bowl of dressed kale, put the cooked couscous. Drizzle with 1 teaspoon of olive oil and season with salt optional and pepper. Stir to combine. Season the yogurt with salt and pepper. Serve the cooked fish over the finished couscous. Top the fish with the seasoned yogurt. Enjoy!']",8
899,Za'atar-Spiced Salmon with Mediterranean Couscous and Greek Yogurt,10,30,['Dinner'],"['Low-Carb', 'Low-Sodium']",637,37,41,37,"['1 tbsp olive oil', '1 medium onion', '2 clove garlic', '1 medium zucchini', '4 medium ears of fresh corn on the cob', '1 14.5-ounce can black beans', '2 tbsp fresh parsley', '1/2 tsp salt', '1/4 tsp black pepper']","['put the olive oil to a large skillet over medium-high heat. put the onion and saute for 5-6 minutes or until the onions start to turn clear.', 'put the garlic and zucchini and saute for 4-5 more minutes until the zucchini is just starting to soften.', 'put the corn and saute for 2-3 minutes. Then put remaining ingredients until heated through.']",6
900,Zucchini and Fresh Corn Succotash,20,23,['Sides'],"['Low-Sodium', 'Vegetarian', 'Gluten-Free']",147,3.5,27,7,"['1 1/2 cup reduced fat cheddar cheese, or use Mexican blend, Monterey Jack, or pepper jack', '4 eggs', '1/4 tsp black pepper', '1/4 cup canned green chiles', '2 10-inch whole wheat flour tortillas', '1 nonstick cooking spray', '4 slice turkey bacon']","['Brush a small skillet with cooking spray.', 'SautÈ the green chiles over medium-low heat for 1-2 minutes. put the beaten eggs and cook, stirring, until scrambled and set. Season with pepper.', 'Coat a second large wok with cooking spray. Place an omelet in the skillet and cook over medium heat until air bubbles begin to form, about 1 minute. Flip the tortilla over and cook for 1 more minute do not let the tortilla get crispy.', 'Spread half the cheese evenly over the tortilla, coating it towards the edges.', 'Reduce the heat to low. Quickly place half of the cooked bacon and half of the egg mixture on top of the cheese. Cook until cheese starts to melt, about 1 minute.', 'Fold tortilla in half to create a crescent shape. Flip the folded tortilla over and cook until lightly toasted and the cheese filling has completely melted, 1-2 minutes.']",4
